sku,family,M,N,K,dtype,median_s,iqr_s,n_iters
v6e,random,11784,224,4400,int8,0.0001530800000182353,7.309999887183949e-06,20
v6e,random,11888,3544,6968,bf16,0.0009384850000060396,5.885000177840993e-06,20
v6e,random,11960,6704,136,bf16,0.0003452749999723892,1.428249993296049e-05,20
v6e,random,12048,840,288,bf16,0.00015941000015118334,5.685000019184372e-06,20
v6e,random,12048,840,288,int8,0.00015577499993923993,5.932499902883137e-06,20
v6e,random,12472,336,1536,bf16,0.00015016000020295905,6.83999996908824e-06,20
v6e,random,12472,336,1536,int8,0.00014219500008039176,7.785000207150006e-06,20
v6e,random,12480,240,8504,bf16,0.0002778200000648212,6.7775000616165926e-06,20
v6e,random,12480,240,8504,int8,0.00021145499999875028,4.1775002728172694e-06,20
v6e,random,12792,1192,5064,bf16,0.0003441849999035185,1.129249960740708e-05,20
v6e,random,12792,1192,5064,int8,0.00025955499995689024,5.737500373470539e-06,20
v6e,random,13392,11432,4832,bf16,0.0027195099999062222,1.2452500072868133e-05,20
v6e,random,13392,11432,4832,int8,0.0012335050000729098,7.937500186017132e-06,20
v6e,random,13440,768,1872,bf16,0.0001883299999008159,1.0334999842598336e-05,20
v6e,random,13440,768,1872,int8,0.00017358500008413102,3.482499778328929e-06,20
v6e,random,14448,1480,4960,bf16,0.00043127499998263374,9.977499871638429e-06,20
v6e,random,14744,2240,608,bf16,0.00022529000011672906,5.535000241252419e-06,20
v6e,random,14744,2240,608,int8,0.0002215249999153457,9.642500231166196e-06,20
v6e,random,14936,3568,3008,bf16,0.0005563900001561706,1.2645000197153422e-05,20
v6e,random,14936,3568,3008,int8,0.0005615649999981542,1.7175000380120764e-05,20
v6e,random,15112,7432,5592,bf16,0.0018031049999081006,3.594999952838407e-06,20
v6e,random,15112,7432,5592,int8,0.0011247149998325767,9.61249986630719e-06,20
v6e,random,15664,464,7208,bf16,0.00031508999995821796,9.00499946965283e-06,20
v6e,random,15664,464,7208,int8,0.00023577499996463303,5.409999744188099e-06,20
v6e,random,15920,5672,1352,bf16,0.0004984650001915725,6.415000029846851e-06,20
v6e,random,15984,592,312,bf16,0.00014005999992150464,4.047500056003628e-06,20
v6e,ridge_band,816,816,1040,bf16,0.00012659999993047677,1.0724999810918234e-05,20
v6e,ridge_band,944,944,1824,bf16,0.0001258049999250943,6.270000199037895e-06,20
v6e,ridge_band,952,952,544,bf16,0.00012839000009989832,6.8925003233744064e-06,20
v6e,ridge_band,1160,1160,1136,bf16,0.0001280799999676674,2.6300000399714918e-06,20
v6e,ridge_band,1280,1280,864,bf16,0.0001291250000576838,3.732499862962868e-06,20
v6e,ridge_band,1504,1504,800,bf16,0.0001344400000107271,4.492499897423841e-06,20
v6e,ridge_band,1552,1552,1688,bf16,0.00013623500012727163,5.189999683352653e-06,20
v6e,ridge_band,1808,1808,1824,bf16,0.00015777499970681674,1.1667500302792178e-05,20
v6e,ridge_band,1848,1848,712,bf16,0.0001496499999120715,8.950000051299867e-06,20
v6e,ridge_band,1976,1976,2048,bf16,0.00016352999978153093,8.899999897948874e-06,20
v6e,ridge_band,2336,2336,1696,bf16,0.00016579999987698102,6.887499580443546e-06,20
v6e,ridge_band,2392,2392,4600,bf16,0.0002145450000625715,6.852500291643082e-06,20
v6e,ridge_band,2480,2480,2736,bf16,0.00018724000005931885,8.932500236369378e-06,20
v6e,ridge_band,3024,3024,464,bf16,0.00016650999987177784,9.940000040842278e-06,20
v6e,ridge_band,3088,3088,584,bf16,0.00016313000014633872,8.295000043290202e-06,20
v6e,ridge_band,3360,3360,1056,bf16,0.0001780750001216802,1.3642500334754004e-05,20
v6e,ridge_band,3680,3680,4032,bf16,0.00029833500002496294,7.34999957785476e-06,20
v6e,ridge_band,4424,4424,568,bf16,0.0001924199998484255,1.4824999993834354e-05,20
v6e,ridge_band,4576,4576,6064,bf16,0.0004649850000078004,7.192499765551474e-06,20
v6e,ridge_band,4616,4616,7952,bf16,0.0006372000000283151,1.3832500030730444e-05,20
v6e,ridge_band,4776,4776,680,bf16,0.00020416500001374516,6.2174997310648905e-06,20
v6e,ridge_band,4936,4936,1104,bf16,0.0002274250000482425,7.519999826399726e-06,20
v6e,ridge_band,5040,5040,3056,bf16,0.0003475949999938166,9.367499842483085e-06,20
v6e,ridge_band,5256,5256,952,bf16,0.00023618000022906926,1.3179999768908601e-05,20
v6e,ridge_band,6672,6672,784,bf16,0.0002792750001390232,7.037499585749174e-06,20
v6e,ridge_band,6736,6736,1216,bf16,0.0003016600001046754,6.690000077469449e-06,20
v6e,ridge_band,7000,7000,1128,bf16,0.00031534500021734857,7.747499807919667e-06,20
v6e,ridge_band,7312,7312,784,bf16,0.0003089849999469152,1.0464999718351464e-05,20
v6e,ridge_band,7680,7680,848,bf16,0.00031729500005894806,2.239000025383575e-05,20
v6e,ridge_band,8136,8136,2344,bf16,0.0006293905000802624,4.87249974412407e-06,20
v6e,ridge_band,8288,8288,1136,bf16,0.00037422500008688075,1.1120250064777792e-05,20
v6e,ridge_band,8832,8832,1072,bf16,0.0004067745001066214,5.859999873791821e-06,20
v6e,ridge_band,9560,9560,936,bf16,0.00043514999993021775,7.900000127847306e-06,20
v6e,ridge_band,9576,9576,1824,bf16,0.0006163449997984571,7.124999910956831e-06,20
v6e,ridge_band,9656,9656,1120,bf16,0.00045933000001241453,1.2845000242123206e-05,20
v6e,ridge_band,10424,10424,1552,bf16,0.0006655050001427298,4.592500204125827e-06,20
v6e,ridge_band,10728,10728,2616,bf16,0.0009444400000120368,1.326724998307327e-05,20
v6e,ridge_band,10848,10848,2120,bf16,0.0008466049998787639,1.3170000215723121e-05,20
v6e,ridge_band,11072,11072,1808,bf16,0.0007678449999275472,8.495249971929297e-06,20
v6e,ridge_band,11376,11376,2264,bf16,0.0008828449997508869,1.191500030017778e-05,20
v6e,skinny,1,4096,4096,bf16,0.00013878499976271996,1.611749996754952e-05,20
v6e,skinny,1,8192,4096,bf16,0.0001615950000086741,4.512499799602665e-06,20
v6e,skinny,1,11008,4096,bf16,0.00017734499988364405,9.819999831961468e-06,20
v6e,skinny,1,16384,8192,bf16,0.00029170499988140364,6.227500080058235e-06,20
v6e,skinny,1,16384,16384,bf16,0.0004695949999131699,9.460000342187413e-06,20
v6e,skinny,8,4096,4096,bf16,0.00012863500001003558,1.5137499872253102e-05,20
v6e,skinny,8,8192,4096,bf16,0.00013668999963556416,6.824999900345574e-06,20
v6e,skinny,8,11008,4096,bf16,0.00013700999988941476,8.38750008824718e-06,20
v6e,skinny,8,16384,8192,bf16,0.00029709500017816026,3.407499775676115e-06,20
v6e,skinny,8,16384,16384,bf16,0.000473074999945311,2.111500020873791e-05,20
v6e,skinny,16,4096,4096,bf16,0.00012853499993070727,8.697500220478105e-06,20
v6e,skinny,16,8192,4096,bf16,0.00013616999990517797,5.0624998948478606e-06,20
v6e,skinny,16,11008,4096,bf16,0.00013827000020683045,1.0392499689260148e-05,20
v6e,skinny,16,16384,8192,bf16,0.0002987399998346518,1.1100000165242818e-05,20
v6e,skinny,16,16384,16384,bf16,0.0004722150001725822,1.4967499964768649e-05,20
v6e,skinny,32,4096,4096,bf16,0.00012865500002590124,4.174999958195258e-06,20
v6e,skinny,32,8192,4096,bf16,0.00013561000014306046,5.270000428936328e-06,20
v6e,skinny,32,11008,4096,bf16,0.00013522500012186356,3.2699995244911406e-06,20
v6e,skinny,32,16384,8192,bf16,0.00030025500018382445,7.690000074944692e-06,20
v6e,skinny,32,16384,16384,bf16,0.000467944999854808,8.990000196718029e-06,20
v6e,skinny,64,4096,4096,bf16,0.00012504500000432017,5.844999805049156e-06,20
v6e,skinny,64,8192,4096,bf16,0.00013630499961436726,6.012500080032623e-06,20
v6e,skinny,64,11008,4096,bf16,0.00013483000020642066,5.210000381339341e-06,20
v6e,skinny,64,16384,8192,bf16,0.00030158000026858645,7.142500635382021e-06,20
v6e,skinny,64,16384,16384,bf16,0.0004806744996130874,1.631499981158413e-05,20
v6e,skinny,128,4096,4096,bf16,0.00012931000037497142,5.682499931936036e-06,20
v6e,skinny,128,8192,4096,bf16,0.00013443999978335341,4.322500217313063e-06,20
v6e,skinny,128,11008,4096,bf16,0.00013560000024881447,4.260000878275605e-06,20
v6e,skinny,128,16384,8192,bf16,0.0003102999999100575,8.0249999427906e-06,20
v6e,skinny,128,16384,16384,bf16,0.00049112500028059,9.500000487605575e-06,20
v6e,skinny,4096,1,4096,bf16,0.00014264499986893497,1.1702499705279479e-05,20
v6e,skinny,4096,1,8192,bf16,0.00016119499969136086,6.9949999215168646e-06,20
v6e,skinny,4096,8,4096,bf16,0.00014405499996428262,1.1965000339841936e-05,20
v6e,skinny,4096,8,8192,bf16,0.0001498149999861198,6.6500001594249625e-06,20
v6e,skinny,4096,16,4096,bf16,0.00014381000073626637,7.687499419262167e-06,20
v6e,skinny,4096,16,8192,bf16,0.00014955499955249252,2.9774996619380545e-06,20
v6e,skinny,4096,32,4096,bf16,0.00014907000013408833,4.457499471755e-06,20
v6e,skinny,4096,32,8192,bf16,0.0001521055005468952,1.016750002236222e-05,20
v6e,skinny,4096,64,4096,bf16,0.00014878000001772307,6.167500259834924e-06,20
v6e,skinny,4096,64,8192,bf16,0.0001502199997958087,5.037500159232877e-06,20
v6e,skinny,4096,128,4096,bf16,0.00014105499985817005,1.060324984791805e-05,20
v6e,skinny,4096,128,8192,bf16,0.00015421499983858666,8.209999577957205e-06,20
v6e,skinny,4096,4096,1,bf16,0.00017377500034854165,5.207499725656817e-06,20
v6e,skinny,4096,4096,8,bf16,0.00017502999980933964,8.242500371125061e-06,20
v6e,skinny,4096,4096,16,bf16,0.0001753849996930512,1.1917500614799792e-05,20
v6e,skinny,4096,4096,32,bf16,0.00017307999996774015,7.3424994297965895e-06,20
v6e,skinny,4096,4096,64,bf16,0.00017385000001013395,7.190000360424165e-06,20
v6e,skinny,4096,4096,128,bf16,0.00017793999995774357,9.594999710316188e-06,20
v6e,skinny,4096,8192,1,bf16,0.0002144300001418742,1.0104999773830059e-05,20
v6e,skinny,4096,8192,8,bf16,0.00022104499976194347,8.949999710239354e-06,20
v6e,skinny,4096,8192,16,bf16,0.0002175750000787957,4.247499418852385e-06,20
v6e,skinny,4096,8192,32,bf16,0.0002169700001104502,9.21999958336528e-06,20
v6e,skinny,4096,8192,64,bf16,0.00021997000021656277,1.127499990616343e-05,20
v6e,skinny,4096,8192,128,bf16,0.0002198350002799998,1.2077500059604063e-05,20
v6e,skinny,8192,1,4096,bf16,0.0001765550005075056,1.3007250345253851e-05,20
v6e,skinny,8192,8,4096,bf16,0.00015009000026111607,6.182500555951265e-06,20
v6e,skinny,8192,16,4096,bf16,0.00015175500038822065,7.945000561448978e-06,20
v6e,skinny,8192,32,4096,bf16,0.0001505850000285136,8.55999996929313e-06,20
v6e,skinny,8192,64,4096,bf16,0.00015027500012365635,1.0942499784505344e-05,20
v6e,skinny,8192,128,4096,bf16,0.00015057999962664326,7.92000059846032e-06,20
v6e,skinny,8192,4096,1,bf16,0.00021858000036445446,8.38250025481102e-06,20
v6e,skinny,8192,4096,8,bf16,0.00022309999985736795,8.88750014382822e-06,20
v6e,skinny,8192,4096,16,bf16,0.00022390000003724708,2.099000016642094e-05,20
v6e,skinny,8192,4096,32,bf16,0.00022032500010027434,5.872500423720339e-06,20
v6e,skinny,8192,4096,64,bf16,0.00022313999988909927,8.214249419324915e-06,20
v6e,skinny,8192,4096,128,bf16,0.00022344499984683353,3.985000375905656e-06,20
v6e,skinny,16384,1,4096,bf16,0.00021882000010009506,5.82674988436338e-06,20
v6e,skinny,16384,8,4096,bf16,0.00022210999986782554,1.556249981149449e-05,20
v6e,skinny,16384,16,4096,bf16,0.00021877000017411774,1.1194999160579755e-05,20
v6e,skinny,16384,32,4096,bf16,0.00021897500027989736,7.460000006176415e-06,20
v6e,skinny,16384,64,4096,bf16,0.0002201399997829867,1.1002499604728655e-05,20
v6e,skinny,16384,128,4096,bf16,0.00022515000046041678,9.707500112199341e-06,20
v6e,skinny,16384,4096,1,bf16,0.00029973499977131723,6.657500762230484e-06,20
v6e,skinny,16384,4096,8,bf16,0.0003127850000055332,1.8342499060963746e-05,20
v6e,skinny,16384,4096,16,bf16,0.0003099900004599476,6.309999434961355e-06,20
v6e,skinny,16384,4096,32,bf16,0.00030753500050195726,9.85750057225232e-06,20
v6e,skinny,16384,4096,64,bf16,0.00030510500027958187,1.0487499821465462e-05,20
v6e,skinny,16384,4096,128,bf16,0.0003060449998883996,8.924999747250695e-06,20
v6e,square,128,128,128,bf16,0.0001315299996349495,5.182499990041833e-06,20
v6e,square,128,128,128,int8,0.0001297200001317833,1.5544999769190326e-05,20
v6e,square,256,256,256,bf16,0.00013970000009067007,1.080250058294041e-05,20
v6e,square,256,256,256,int8,0.00013768000007985393,3.2149998787645018e-06,20
v6e,square,384,384,384,bf16,0.0001377249996039609,2.6824991437024437e-06,20
v6e,square,384,384,384,int8,0.00013682500048162183,5.464999503601575e-06,20
v6e,square,512,512,512,bf16,0.00013855499992132536,1.1122500836791005e-05,20
v6e,square,512,512,512,int8,0.00014088499983699876,1.0752500429589418e-05,20
v6e,square,768,768,768,bf16,0.00013822499977322877,9.937500180967618e-06,20
v6e,square,768,768,768,int8,0.0001385800001116877,1.3782499308945262e-05,20
v6e,square,1024,1024,1024,bf16,0.00014161499984766124,5.86749911235529e-06,20
v6e,square,1024,1024,1024,int8,0.0001405200000590412,5.362500360206468e-06,20
v6e,square,1536,1536,1536,bf16,0.00015202500026134658,1.903749944176525e-05,20
v6e,square,1536,1536,1536,int8,0.00014952999981687753,7.654999990336364e-06,20
v6e,square,2048,2048,2048,bf16,0.0001571200000398676,8.682500038048602e-06,20
v6e,square,2048,2048,2048,int8,0.00014834500007054885,3.7674994928238448e-06,20
v6e,square,3072,3072,3072,bf16,0.00020620500026780064,7.135000259950175e-06,20
v6e,square,3072,3072,3072,int8,0.0001743200000419165,6.53000006423099e-06,20
v6e,square,4096,4096,4096,bf16,0.0003085599996666133,9.742499969433993e-06,20
v6e,square,4096,4096,4096,int8,0.0002374999999119609,8.952499456427176e-06,20
v6e,square,6144,6144,6144,bf16,0.0006997300001785334,8.1060004504252e-06,20
v6e,square,6144,6144,6144,int8,0.0004081050001332187,1.2917499589093495e-05,20
v6e,square,8192,8192,8192,bf16,0.0017214199997397372,1.2408250086082262e-05,20
v6e,square,8192,8192,8192,int8,0.000961740000093414,8.644999979878776e-06,20
v6e,square,12288,12288,12288,bf16,0.005116825000186509,1.9270750499345013e-05,20
v6e,square,12288,12288,12288,int8,0.003057980000448879,1.2980000292373006e-05,20
v6e,square,16384,16384,16384,bf16,0.012597685000400816,0.0003164757492868375,20
v6e,square,16384,16384,16384,int8,0.007012359999862383,1.5247749843183556e-05,20
v6e,tile_probe,255,4096,4096,bf16,0.0001481749995946302,3.7774996144435136e-06,20
v6e,tile_probe,255,4096,4096,int8,0.00013979999948787736,2.855000502677285e-06,20
v6e,tile_probe,256,4096,4096,bf16,0.00014920499961590394,3.1649994980398333e-06,20
v6e,tile_probe,256,4096,4096,int8,0.00014232000057745609,6.867499905638397e-06,20
v6e,tile_probe,257,4096,4096,bf16,0.00014856500001769746,7.167499916249653e-06,20
v6e,tile_probe,257,4096,4096,int8,0.00014357500003825407,1.224500033458753e-05,20
v6e,tile_probe,384,4096,4096,bf16,0.00015140500045163208,6.385000460795709e-06,20
v6e,tile_probe,384,4096,4096,int8,0.00014923499975338927,8.440250439889496e-06,20
v6e,tile_probe,511,4096,4096,bf16,0.00016506000019944622,7.374999768217094e-06,20
v6e,tile_probe,511,4096,4096,int8,0.00014938000003894558,9.947500757334637e-06,20
v6e,tile_probe,512,4096,4096,bf16,0.00016271999993477948,1.1310000672892784e-05,20
v6e,tile_probe,512,4096,4096,int8,0.00014955499955249252,1.0900000461333548e-05,20
v6e,tile_probe,513,4096,4096,bf16,0.00016189500001928536,3.6625001484935638e-06,20
v6e,tile_probe,513,4096,4096,int8,0.0001517599998805963,1.443749920326809e-05,20
v6e,tile_probe,640,4096,4096,bf16,0.00016513999980816152,1.2714999456875375e-05,20
v6e,tile_probe,640,4096,4096,int8,0.00015067499998622225,5.022749746785848e-06,20
v6e,tile_probe,1023,4096,4096,bf16,0.00018827000030796626,1.1417499990784563e-05,20
v6e,tile_probe,1023,4096,4096,int8,0.00016209499972319463,1.0227500297332881e-05,20
v6e,tile_probe,1024,4096,4096,bf16,0.00018565999971542624,3.6999999792897142e-06,20
v6e,tile_probe,1024,4096,4096,int8,0.00016190999986065435,8.047500614338787e-06,20
v6e,tile_probe,1025,4096,4096,bf16,0.0001871495001068979,8.495001111441525e-06,20
v6e,tile_probe,1025,4096,4096,int8,0.00016231499967034324,5.259999397821957e-06,20
v6e,tile_probe,1152,4096,4096,bf16,0.00018683500002225628,9.98499945126241e-06,20
v6e,tile_probe,1152,4096,4096,int8,0.00016303500024150708,7.95500000094762e-06,20
v6e,tile_probe,1920,4096,4096,bf16,0.0002212999997937004,9.022500307764858e-06,20
v6e,tile_probe,1920,4096,4096,int8,0.00019165999992765137,1.28132494410238e-05,20
v6e,tile_probe,2047,4096,4096,bf16,0.0002274549997309805,1.6197749573620968e-05,20
v6e,tile_probe,2047,4096,4096,int8,0.00018722999993769918,5.812500376123353e-06,20
v6e,tile_probe,2048,4096,4096,bf16,0.00022436499966715928,6.662500027232454e-06,20
v6e,tile_probe,2048,4096,4096,int8,0.00018434999992678058,3.947500090362155e-06,20
v6e,tile_probe,2049,4096,4096,bf16,0.00022371499971995945,3.82999996872968e-06,20
v6e,tile_probe,2049,4096,4096,int8,0.0001867399996626773,4.247500555720762e-06,20
v6e,tile_probe,4096,4096,255,bf16,0.000174925000010262,5.680000640495564e-06,20
v6e,tile_probe,4096,4096,255,int8,0.000172365000253194,3.730000116775045e-06,20
v6e,tile_probe,4096,4096,256,bf16,0.00017406000051778392,6.864999704703223e-06,20
v6e,tile_probe,4096,4096,256,int8,0.00017261500033782795,5.990000090605463e-06,20
v6e,tile_probe,4096,4096,257,bf16,0.00017540999988341355,7.362499673035927e-06,20
v6e,tile_probe,4096,4096,257,int8,0.00017569000010553282,1.5029999531179783e-05,20
v6e,tile_probe,4096,4096,384,bf16,0.00017949500033864751,6.740000571880955e-06,20
v6e,tile_probe,4096,4096,384,int8,0.00017303499998888583,3.5575001220422564e-06,20
v6e,tile_probe,4096,4096,511,bf16,0.00018034000049738097,7.247500207085977e-06,20
v6e,tile_probe,4096,4096,511,int8,0.00017327500017927377,2.9249993076518876e-06,20
v6e,tile_probe,4096,4096,512,bf16,0.0001842349997787096,6.15250110058696e-06,20
v6e,tile_probe,4096,4096,512,int8,0.00017402000003130524,5.0399999054207e-06,20
v6e,tile_probe,4096,4096,513,bf16,0.00018291000014869496,7.244999324029777e-06,20
v6e,tile_probe,4096,4096,513,int8,0.0001765900001373666,1.280250035051722e-05,20
v6e,tile_probe,4096,4096,640,bf16,0.0001844099997470039,9.174999831884634e-06,20
v6e,tile_probe,4096,4096,640,int8,0.00018056000044452958,1.6714999901523697e-05,20
v6e,tile_probe,4096,4096,1023,bf16,0.0001895300001706346,7.037500381557038e-06,20
v6e,tile_probe,4096,4096,1023,int8,0.00018057000033877557,1.7022500514940475e-05,20
v6e,tile_probe,4096,4096,1024,bf16,0.0001876400001492584,1.0467500032973476e-05,20
v6e,tile_probe,4096,4096,1024,int8,0.0001810650001061731,8.317500714838388e-06,20
v6e,tile_probe,4096,4096,1025,bf16,0.00019753500009755953,7.3100004556181375e-06,20
v6e,tile_probe,4096,4096,1025,int8,0.00017281000009461422,6.825000355092925e-06,20
v6e,tile_probe,4096,4096,1152,bf16,0.00018658999988474534,6.617500503125484e-06,20
v6e,tile_probe,4096,4096,1152,int8,0.00018815000021277228,5.190000592847355e-06,20
v6e,tile_probe,4096,4096,1920,bf16,0.0002305299999534327,1.901500036183279e-05,20
v6e,tile_probe,4096,4096,1920,int8,0.00019302999953652034,1.3195000065024942e-05,20
v6e,tile_probe,4096,4096,2047,bf16,0.0002262849998260208,7.515000788771431e-06,20
v6e,tile_probe,4096,4096,2047,int8,0.0001880599998003163,4.6674995246576145e-06,20
v6e,tile_probe,4096,4096,2048,bf16,0.0002272699998684402,1.1885000049005612e-05,20
v6e,tile_probe,4096,4096,2048,int8,0.00019716999986485462,1.713974916128791e-05,20
v6e,tile_probe,4096,4096,2049,bf16,0.00025011499974425533,5.690000307367882e-06,20
v6e,tile_probe,4096,4096,2049,int8,0.0002395250003246474,1.1892499514942756e-05,20
